latitude,longitude,elevation
16.5130104,80.59883433,16
16.51220191,80.59883433,15
16.51139343,80.59883433,15
16.51058494,80.59883433,16
16.50977646,80.59883433,12
16.50896798,80.59883433,13
16.50815949,80.59883433,15
16.50735101,80.59883433,12
16.50411707,80.59883433,12
16.50330859,80.59883433,13
16.50250011,80.59883433,15
16.50169162,80.59883433,15
16.50088314,80.59883433,12
16.51705281,80.59964281,12
16.51624433,80.59964281,13
16.51543585,80.59964281,13
16.51462736,80.59964281,15
16.51381888,80.59964281,16
16.5130104,80.59964281,15
16.51220191,80.59964281,12
16.51139343,80.59964281,15
16.51058494,80.59964281,16
16.50977646,80.59964281,13
16.50896798,80.59964281,16
16.50815949,80.59964281,16
16.50735101,80.59964281,16
16.50411707,80.59964281,13
16.50330859,80.59964281,16
16.50250011,80.59964281,16
16.50169162,80.59964281,16
16.50088314,80.59964281,12
16.49845769,80.59964281,29
16.51705281,80.6004513,23
16.51624433,80.6004513,16
16.51543585,80.6004513,16
16.51462736,80.6004513,13
16.51381888,80.6004513,16
16.5130104,80.6004513,13
16.51220191,80.6004513,16
16.51139343,80.6004513,13
16.51058494,80.6004513,16
